CUSTOMER_CODE,INVOICE_CODE,AMOUNT,DATE
CUST0000089352,IN0000023720,108.8,9/28/2023
CUST0000080569,IN0000092287,868.8,11/20/2022
CUST0000047143,IN0000040714,1105.1,12-01-22
CUST0000026747,IN0000023834,1649.8,02-08-23
CUST0000011785,IN0000029043,1022.3,10-02-23
CUST0000057411,IN0000060441,914.8,1/29/2023
CUST0000042619,IN0000097487,587.7,11-12-22
CUST0000077048,IN0000073608,466.8,10/30/2022
CUST0000053380,IN0000038416,1357.8,10/20/2022
CUST0000025016,IN0000086238,1493,11/25/2022
CUST0000015659,IN0000007570,541.2,3/13/2023
CUST0000099354,IN0000035101,1164,5/14/2023
CUST0000026255,IN0000079068,473.7,2/19/2023
CUST0000076931,IN0000098137,274.3,08-06-23
CUST0000068805,IN0000075238,1797.4,5/18/2023
CUST0000066025,IN0000039047,1224.1,11/19/2022
CUST0000039820,IN0000055956,649.8,04-05-23
CUST0000041356,IN0000062230,988.8,08-10-23
CUST0000003883,IN0000008910,1891.3,11-05-22
CUST0000024083,IN0000018273,1186.2,05-09-23
CUST0000097086,IN0000068976,1720.1,6/16/2023
CUST0000077822,IN0000003343,1950.9,4/27/2023
CUST0000086935,IN0000034756,406.7,7/29/2023
CUST0000055344,IN0000097116,492.9,5/15/2023
CUST0000066393,IN0000002567,1668,1/27/2023
CUST0000028972,IN0000003303,350.3,05-12-23
CUST0000051549,IN0000028580,761.3,12/13/2022
CUST0000033513,IN0000017959,895.4,11/13/2022
CUST0000009962,IN0000022474,1630.1,11/14/2022
CUST0000024068,IN0000022274,1160.8,9/20/2023
CUST0000008863,IN0000044037,1530.1,01-08-23
CUST0000093517,IN0000023570,784.5,10/15/2022
CUST0000066721,IN0000015836,838.3,1/14/2023
CUST0000083729,IN0000082348,254,5/19/2023
CUST0000091603,IN0000033491,1961,12/13/2022
CUST0000076453,IN0000093849,722.2,02-07-23
CUST0000016508,IN0000083590,1381.8,12-06-22
CUST0000095376,IN0000034208,146.1,03-11-23
CUST0000047315,IN0000060994,94.5,08-02-23
CUST0000047292,IN0000007087,1914.8,11/30/2022
CUST0000096071,IN0000084054,1950.9,11-09-22
CUST0000012025,IN0000065934,247.2,12/30/2022
CUST0000025924,IN0000034567,107.1,6/22/2023
CUST0000075072,IN0000074298,436,1/22/2023
CUST0000016940,IN0000029583,522.3,06-07-23
CUST0000084012,IN0000003020,845.3,09-05-23
CUST0000033035,IN0000041715,264.6,12-07-22
CUST0000018194,IN0000000329,1079.2,6/16/2023
CUST0000036474,IN0000094175,38.7,05-07-23
CUST0000059025,IN0000056755,1020.5,11-01-22
CUST0000086517,IN0000030172,1654.3,1/31/2023
CUST0000079902,IN0000058888,1202.6,09-10-23
CUST0000041003,IN0000023321,1683.9,2/28/2023
CUST0000052925,IN0000096291,336.8,6/15/2023
CUST0000045289,IN0000016427,1999.1,07-04-23
CUST0000095690,IN0000002855,970.4,11-03-22
CUST0000042266,IN0000009243,108.9,11/16/2022
CUST0000001138,IN0000060049,299.5,07-01-23
CUST0000078564,IN0000079085,635.3,6/19/2023
CUST0000000248,IN0000049789,1649.1,11-05-22
CUST0000043261,IN0000070098,773,8/23/2023
CUST0000031982,IN0000093791,926.4,7/14/2023
CUST0000015038,IN0000082030,1881.1,03-03-23
CUST0000039509,IN0000018057,668.8,11/18/2022
CUST0000041522,IN0000055372,77.9,6/15/2023
CUST0000040075,IN0000056432,1696.9,09-04-23
CUST0000096712,IN0000039043,1469.6,12-11-22
CUST0000044193,IN0000087450,416.1,10/27/2022
CUST0000040653,IN0000081308,1089.7,8/19/2023
CUST0000082362,IN0000080335,169.8,11-08-22
CUST0000078941,IN0000086784,1353,06-12-23
CUST0000025548,IN0000068459,842.7,10/27/2022
CUST0000026644,IN0000060943,1905.6,06-06-23
CUST0000004994,IN0000038472,1179,11-02-22
CUST0000058412,IN0000049406,1228.9,8/29/2023
CUST0000056920,IN0000029602,1086.4,08-01-23
CUST0000050993,IN0000090522,1065.6,07-12-23
CUST0000090822,IN0000007647,1667.1,2/28/2023
CUST0000065279,IN0000075672,425.1,11/18/2022
CUST0000062206,IN0000038096,1057.1,11/22/2022
CUST0000057071,IN0000029965,1926.9,12/29/2022
CUST0000007643,IN0000003001,1308.1,6/21/2023
CUST0000089304,IN0000023695,422.3,03-02-23
CUST0000044255,IN0000053390,1725.1,9/14/2023
CUST0000098317,IN0000058014,1338,1/13/2023
CUST0000049070,IN0000040680,263.6,10/26/2022
CUST0000045999,IN0000050965,368.6,11/25/2022
CUST0000004068,IN0000005358,1081.5,7/18/2023
CUST0000077476,IN0000023520,1944.3,10/17/2022
CUST0000045672,IN0000058891,198,7/15/2023
CUST0000006621,IN0000046786,761.5,07-09-23
CUST0000050904,IN0000074513,1624.1,9/24/2023
CUST0000035314,IN0000064875,1850.1,01-08-23
CUST0000042133,IN0000079278,1176.5,4/16/2023
CUST0000064315,IN0000049474,240.1,10-09-23
CUST0000097176,IN0000045956,1570.1,8/24/2023
CUST0000012923,IN0000071424,941.2,12/25/2022
CUST0000058079,IN0000097887,847.8,04-09-23
CUST0000080443,IN0000068226,222.9,11/18/2022
CUST0000061027,IN0000042003,676.5,4/23/2023
CUST0000054436,IN0000092981,210.5,8/31/2023
CUST0000044596,IN0000028643,866.5,12-06-22
CUST0000012471,IN0000013936,1507.8,12/13/2022
CUST0000055852,IN0000023979,1796.1,5/22/2023
CUST0000010387,IN0000007596,1993.6,08-02-23
CUST0000025909,IN0000074039,20.6,4/28/2023
CUST0000013659,IN0000080811,1476.6,6/15/2023
CUST0000082905,IN0000082427,501.8,02-04-23
CUST0000099466,IN0000042540,1812.2,01-01-23
CUST0000004109,IN0000088550,1758.3,12/31/2022
CUST0000088038,IN0000077857,201.2,6/16/2023
CUST0000001852,IN0000004831,913.1,9/23/2023
CUST0000058836,IN0000000846,1085.3,11/29/2022
CUST0000063576,IN0000013904,1738.7,12/13/2022
CUST0000079046,IN0000076290,320.2,12-01-22
CUST0000082635,IN0000050247,151.8,06-04-23
CUST0000073284,IN0000083873,1562.9,7/16/2023
CUST0000019368,IN0000086544,1758.8,01-08-23
CUST0000044938,IN0000003187,279.5,01-09-23
CUST0000001755,IN0000085754,420.3,1/28/2023
CUST0000084184,IN0000008846,1296.8,2/16/2023
CUST0000008287,IN0000053460,838.9,1/15/2023
CUST0000055985,IN0000002943,80.1,04-11-23
CUST0000085619,IN0000008546,204.6,11/24/2022
CUST0000083505,IN0000003590,1659.8,6/21/2023
CUST0000057868,IN0000016190,1345,08-04-23
CUST0000067954,IN0000034962,248.8,03-06-23
CUST0000031431,IN0000092192,1060.1,02-01-23
CUST0000083097,IN0000078855,109.5,8/29/2023
CUST0000054143,IN0000056778,863.5,5/16/2023
CUST0000061573,IN0000048296,34,12/29/2022
CUST0000023233,IN0000079715,108.5,10-03-23
CUST0000014522,IN0000042021,1133.4,3/29/2023
CUST0000088630,IN0000069920,494.1,8/16/2023
CUST0000015535,IN0000090475,1129.4,5/15/2023
CUST0000046431,IN0000099508,1761.6,07-08-23
CUST0000093977,IN0000002300,862,02-11-23
CUST0000078937,IN0000035825,732.7,6/17/2023
CUST0000009155,IN0000049243,1910.6,2/28/2023
CUST0000079635,IN0000024321,254,7/22/2023
CUST0000098324,IN0000029986,529.7,12-03-22
CUST0000009165,IN0000063702,427.5,1/21/2023
CUST0000072358,IN0000004570,1390.7,10/16/2022
CUST0000024228,IN0000036029,774.9,7/28/2023
CUST0000098902,IN0000095264,963.7,3/26/2023
CUST0000067336,IN0000081832,1547.9,3/19/2023
CUST0000059601,IN0000079112,1482.5,9/25/2023
CUST0000017865,IN0000097101,1170.9,10-04-23
CUST0000095660,IN0000086341,853.6,11-01-22
CUST0000015969,IN0000031384,1847.8,10/17/2022
CUST0000056192,IN0000091590,194.9,08-02-23
CUST0000053381,IN0000048836,621.2,9/21/2023
CUST0000083830,IN0000011203,1493.9,1/20/2023
CUST0000036662,IN0000097797,601.6,9/29/2023
CUST0000091596,IN0000043993,192.3,2/16/2023
CUST0000021671,IN0000054020,524.1,07-02-23
CUST0000072566,IN0000083255,139.4,10/21/2022
CUST0000011865,IN0000016503,1795.6,11-09-22
CUST0000020338,IN0000036394,1366,9/16/2023
CUST0000046671,IN0000034121,1275.5,10/25/2022
CUST0000041639,IN0000083681,837.6,8/21/2023
CUST0000042352,IN0000095899,631.1,10-01-23
CUST0000042942,IN0000062916,437.9,5/14/2023
CUST0000024911,IN0000060540,1583.3,10/23/2022
CUST0000037265,IN0000092955,675.7,04-07-23
CUST0000025869,IN0000049255,1517.4,8/18/2023
CUST0000042619,IN0000015584,1113,11/29/2022
CUST0000088165,IN0000048887,1813.2,09-02-23
CUST0000000183,IN0000020564,573.7,06-10-23
CUST0000029812,IN0000017495,1598,12/26/2022
CUST0000067802,IN0000042163,246.3,2/21/2023
CUST0000099739,IN0000037557,1984.1,03-04-23
CUST0000051119,IN0000020972,1077.6,10/23/2022
CUST0000080862,IN0000041212,1160.3,10-01-23
CUST0000054173,IN0000077349,352.5,1/29/2023
CUST0000068749,IN0000079561,1289.9,10/21/2022
CUST0000059303,IN0000016651,398.9,01-11-23
CUST0000097304,IN0000021064,547.4,11/23/2022
CUST0000051992,IN0000090136,1006.8,4/29/2023
CUST0000059580,IN0000002274,1084.5,9/22/2023
CUST0000061089,IN0000050544,27.3,10/20/2022
CUST0000043443,IN0000032514,1398.2,12/21/2022
CUST0000080878,IN0000087823,1903.8,9/27/2023
CUST0000093998,IN0000049597,1313.4,7/18/2023
CUST0000088704,IN0000067459,186.9,5/28/2023
CUST0000079820,IN0000060502,762.6,10-11-23
CUST0000083722,IN0000066236,1282.5,11/20/2022
CUST0000002919,IN0000076013,1547.4,10/29/2022
CUST0000009724,IN0000019682,211.8,12-12-22
CUST0000082530,IN0000046323,1231.4,12/25/2022
CUST0000058218,IN0000029689,441.1,01-12-23
CUST0000045075,IN0000064611,1721.4,9/18/2023
CUST0000089846,IN0000095575,683.1,8/31/2023
CUST0000053766,IN0000032793,935.1,3/24/2023
CUST0000029538,IN0000074527,1936,7/16/2023
CUST0000065325,IN0000089062,1247.5,04-08-23
CUST0000036690,IN0000069140,856.3,1/13/2023
CUST0000099477,IN0000058737,1899.4,07-11-23
CUST0000074746,IN0000063615,1038.4,4/28/2023
CUST0000079247,IN0000016798,1512.7,10/15/2022
CUST0000065087,IN0000041744,1523.6,3/23/2023
CUST0000090148,IN0000014278,1756.1,1/23/2023
CUST0000020006,IN0000036902,1549.9,10/14/2022
CUST0000097581,IN0000072431,1978.5,11/19/2022
CUST0000086867,IN0000065605,1554.8,10/16/2022
CUST0000034769,IN0000029306,787.7,1/30/2023
CUST0000071074,IN0000062126,1931.2,8/25/2023
CUST0000052886,IN0000049767,612.8,04-09-23
CUST0000097865,IN0000002214,629.2,2/18/2023
CUST0000027919,IN0000041307,508,03-01-23
CUST0000050206,IN0000006876,546.9,9/21/2023
CUST0000078546,IN0000039727,873.5,4/24/2023
CUST0000004656,IN0000052353,235.8,11/29/2022
CUST0000029026,IN0000076357,1419.9,11/22/2022
CUST0000053886,IN0000046366,431.3,09-11-23
CUST0000040564,IN0000078994,1377,07-05-23
CUST0000037989,IN0000025478,167.1,11-05-22
CUST0000030564,IN0000043213,769.1,4/25/2023
CUST0000081718,IN0000016832,1800.2,08-06-23
CUST0000079403,IN0000096756,1053.7,10/26/2022
CUST0000023763,IN0000006364,276.9,12-12-22
CUST0000028469,IN0000036171,351.6,12/14/2022
CUST0000024819,IN0000058054,1593.9,03-09-23
CUST0000045603,IN0000056548,803.7,09-09-23
CUST0000027946,IN0000040588,1616.7,03-09-23
CUST0000007389,IN0000027041,215,5/16/2023
CUST0000023127,IN0000091145,1624.9,3/18/2023
CUST0000011102,IN0000063971,1613.2,01-09-23
CUST0000048329,IN0000038485,1043.1,11/27/2022
CUST0000032785,IN0000078560,1661.3,04-06-23
CUST0000075295,IN0000025620,128.8,4/28/2023
CUST0000091950,IN0000019344,176,02-10-23
CUST0000010918,IN0000093034,218.8,5/31/2023
CUST0000062450,IN0000044387,696.7,03-11-23
CUST0000026181,IN0000079256,1562.2,04-05-23
CUST0000074129,IN0000028607,1335.2,9/27/2023
CUST0000037455,IN0000079228,727.4,01-04-23
CUST0000096314,IN0000007441,1725.2,1/14/2023
CUST0000045774,IN0000078871,394.9,10-08-23
CUST0000033067,IN0000099976,1107.4,1/30/2023
CUST0000032481,IN0000000440,209.8,11-01-22
CUST0000037413,IN0000056013,1048.2,4/30/2023
CUST0000044657,IN0000081675,783.5,2/19/2023
CUST0000070014,IN0000010492,1976,5/19/2023
CUST0000085589,IN0000055853,419.9,10/24/2022
CUST0000088929,IN0000016359,219.9,8/30/2023
CUST0000023647,IN0000076293,1804.3,10/30/2022
CUST0000068336,IN0000061067,1713.5,10-04-23
CUST0000028268,IN0000005107,1980.9,1/22/2023
CUST0000003478,IN0000015259,1484.8,4/22/2023
CUST0000077462,IN0000095846,1042.7,04-07-23
CUST0000097854,IN0000004115,794.7,9/20/2023
CUST0000000959,IN0000027675,1498.4,10-04-23
CUST0000063538,IN0000006102,935,11-01-22
CUST0000037789,IN0000025015,583.5,10/21/2022
CUST0000029612,IN0000037100,656.8,7/30/2023
CUST0000076828,IN0000085668,215.4,12-09-22
CUST0000054853,IN0000018101,1111.4,9/29/2023
CUST0000099328,IN0000025903,1414.7,7/26/2023
CUST0000050186,IN0000018819,1022.9,1/17/2023
CUST0000021638,IN0000013747,1284.9,3/14/2023
CUST0000046185,IN0000030004,1846.7,12/26/2022
CUST0000076463,IN0000091186,1882.6,6/22/2023
CUST0000062324,IN0000022620,1715.2,08-01-23
CUST0000026402,IN0000079633,1987.1,7/14/2023
CUST0000096343,IN0000072033,1562.4,07-12-23
CUST0000066201,IN0000069170,1890.7,12/26/2022
CUST0000033332,IN0000059248,71.7,9/25/2023
CUST0000036507,IN0000087492,1720.6,5/21/2023
CUST0000004937,IN0000018539,1575.6,08-05-23
CUST0000002147,IN0000015327,1650.9,01-10-23
CUST0000020200,IN0000050594,271,3/18/2023
CUST0000070475,IN0000073195,780.7,06-01-23
CUST0000076589,IN0000049095,527,7/13/2023
CUST0000078189,IN0000075006,1688.7,08-04-23
CUST0000066103,IN0000092413,1052.5,12/16/2022
CUST0000042950,IN0000094911,1519.6,12/14/2022
CUST0000017069,IN0000030665,240.5,4/25/2023
CUST0000056575,IN0000077325,1175.1,3/29/2023
CUST0000023555,IN0000001506,114.4,09-06-23
CUST0000088184,IN0000002385,485,7/24/2023
CUST0000026546,IN0000061223,1711.7,6/13/2023
CUST0000081636,IN0000030166,839.9,4/27/2023
CUST0000062958,IN0000037450,1680.6,05-07-23
CUST0000081720,IN0000017884,42.9,9/22/2023
CUST0000034987,IN0000092591,631.3,3/16/2023
CUST0000010233,IN0000026680,626.4,04-10-23
CUST0000049208,IN0000064460,1813.7,11/22/2022
CUST0000042989,IN0000001435,1006.5,11-03-22
CUST0000076753,IN0000088038,96.5,7/16/2023
CUST0000069077,IN0000040345,748.3,10/26/2022
CUST0000057060,IN0000004037,127,07-01-23
CUST0000069337,IN0000091526,253.6,05-02-23
CUST0000073597,IN0000019539,348,10/29/2022
CUST0000091724,IN0000054340,1968.8,3/19/2023
CUST0000015426,IN0000064128,226.4,3/17/2023
CUST0000038677,IN0000034453,1161.4,9/13/2023
CUST0000095736,IN0000093714,644.8,4/29/2023
CUST0000092441,IN0000042246,1011.2,6/21/2023
CUST0000058275,IN0000065810,1012.7,2/23/2023
CUST0000099810,IN0000081903,1371.5,5/27/2023
CUST0000089190,IN0000077673,1830.1,9/30/2023
CUST0000022974,IN0000090227,48.7,05-06-23
CUST0000093446,IN0000081533,827.1,08-02-23
CUST0000039799,IN0000035499,1638.9,5/21/2023
CUST0000089670,IN0000019294,167.5,11-10-22
CUST0000023495,IN0000055490,1539.8,9/24/2023
CUST0000039656,IN0000073487,1929,08-10-23
CUST0000079296,IN0000024944,561.4,06-04-23
CUST0000014618,IN0000053935,1398.7,9/25/2023
CUST0000097775,IN0000096453,957.2,10/27/2022
CUST0000020414,IN0000005303,1906.3,11/22/2022
CUST0000068218,IN0000073986,432.7,01-03-23
CUST0000089669,IN0000005270,1281.5,11/17/2022
CUST0000081851,IN0000073097,474.3,11-12-22
CUST0000035380,IN0000086861,1347.9,10/25/2022
CUST0000083783,IN0000051720,458.4,11-12-22
CUST0000016783,IN0000007658,1126.4,06-11-23
CUST0000007199,IN0000085085,511,8/31/2023
CUST0000080549,IN0000074479,1331,1/29/2023
CUST0000088259,IN0000097359,1208.3,8/31/2023
CUST0000087503,IN0000015889,45,12-06-22
CUST0000071025,IN0000070593,601.8,1/25/2023
CUST0000052114,IN0000025695,93.6,11/18/2022
CUST0000012482,IN0000053463,580.2,09-02-23
CUST0000076916,IN0000082969,1261.2,04-11-23
CUST0000044351,IN0000084048,1928.6,04-09-23
CUST0000089737,IN0000030574,1995.5,5/30/2023
CUST0000033079,IN0000007063,293.5,9/20/2023
CUST0000039768,IN0000007493,743.9,11/13/2022
CUST0000071019,IN0000023142,530.1,5/27/2023
CUST0000021617,IN0000094871,1593.2,9/14/2023
CUST0000074041,IN0000055886,1693.6,6/14/2023
CUST0000003186,IN0000059723,504.5,4/20/2023
CUST0000093322,IN0000011501,745.7,09-12-23
CUST0000016861,IN0000043641,79.3,03-05-23
CUST0000083782,IN0000054591,1772.1,8/14/2023
CUST0000030731,IN0000018125,1905,12/15/2022
CUST0000047454,IN0000061934,491.3,7/25/2023
CUST0000001219,IN0000055004,1186.9,9/30/2023
CUST0000031818,IN0000041163,1254,7/25/2023
CUST0000056518,IN0000026695,1283.3,02-03-23
CUST0000068056,IN0000098872,432.3,1/30/2023
CUST0000066630,IN0000065225,139.5,6/14/2023
CUST0000008811,IN0000049518,218.5,9/19/2023
CUST0000090462,IN0000087372,1101,05-06-23
CUST0000072751,IN0000000589,1933.2,04-01-23
CUST0000000141,IN0000030873,131.1,1/15/2023
CUST0000097829,IN0000029726,634,10/16/2022
CUST0000048461,IN0000031006,735.8,10/29/2022
CUST0000012012,IN0000001418,252.1,12/15/2022
CUST0000053766,IN0000092155,1186.8,9/16/2023
CUST0000004488,IN0000026462,1019.4,3/27/2023
CUST0000099939,IN0000030494,903.6,1/16/2023
CUST0000067042,IN0000049034,69.3,01-10-23
CUST0000002911,IN0000063882,1484.6,12/31/2022
CUST0000083756,IN0000035534,813.5,9/26/2023
CUST0000029076,IN0000098046,1048.2,6/21/2023
CUST0000009501,IN0000064437,990.2,9/25/2023
CUST0000080994,IN0000055610,224.3,3/16/2023
CUST0000081155,IN0000032707,1101.2,11/26/2022
CUST0000056460,IN0000024161,282.8,04-08-23
CUST0000085823,IN0000017383,1040,04-03-23
CUST0000062305,IN0000000915,303.1,3/14/2023
CUST0000012302,IN0000063485,529.6,8/19/2023
CUST0000034650,IN0000038086,1615.9,7/25/2023
CUST0000068279,IN0000044555,311.2,06-05-23
CUST0000045934,IN0000083785,1576.7,9/29/2023
CUST0000054611,IN0000091226,1856.1,01-04-23
CUST0000070414,IN0000059717,787.3,7/22/2023
CUST0000097272,IN0000014264,342,4/22/2023
CUST0000086899,IN0000029742,1846,07-04-23
CUST0000060078,IN0000017644,1860.7,5/23/2023
CUST0000018117,IN0000048969,444,12-09-22
CUST0000059414,IN0000008693,1997.8,07-08-23
CUST0000011864,IN0000034168,413.6,5/29/2023
CUST0000002706,IN0000007796,259,10/20/2022
CUST0000035855,IN0000065185,137,12-12-22
CUST0000043474,IN0000047747,1837.6,7/15/2023
CUST0000051142,IN0000063533,240.1,07-09-23
CUST0000092205,IN0000011038,926,4/29/2023
CUST0000078653,IN0000011642,1179.1,08-08-23
CUST0000014195,IN0000061141,1442.6,6/17/2023
CUST0000066951,IN0000001558,1903.2,03-01-23
CUST0000014852,IN0000041050,1484.7,2/13/2023
CUST0000099205,IN0000025185,1940.6,7/19/2023
CUST0000093651,IN0000035183,7.6,1/17/2023
CUST0000022549,IN0000064059,1870.3,11-10-22
CUST0000038464,IN0000002684,1597.7,12-10-22
CUST0000090031,IN0000007249,837.2,8/17/2023
CUST0000086791,IN0000005012,385.8,10/18/2022
CUST0000011973,IN0000031723,1448.6,05-01-23
CUST0000019079,IN0000050952,1269.2,7/14/2023
CUST0000052922,IN0000002966,242,1/28/2023
CUST0000092204,IN0000094705,1107.6,09-03-23
CUST0000048654,IN0000005332,1488.5,04-06-23
CUST0000000254,IN0000096118,1097.8,10-02-23
CUST0000060164,IN0000066059,1264.2,03-02-23
CUST0000002980,IN0000083758,883.8,2/21/2023
CUST0000074369,IN0000096661,438.7,2/24/2023
CUST0000031782,IN0000018044,205.2,03-08-23
CUST0000070409,IN0000025024,487.3,11/16/2022
CUST0000057628,IN0000009613,581.4,4/23/2023
CUST0000038688,IN0000059330,860.4,06-05-23
CUST0000052575,IN0000084857,1265.4,12-05-22
CUST0000042494,IN0000077604,47.7,7/14/2023
CUST0000000731,IN0000064420,1564.7,12-02-22
CUST0000006020,IN0000037714,901.2,09-04-23
CUST0000080588,IN0000046663,1254.2,08-11-23
CUST0000037074,IN0000073662,1411.7,9/30/2023
CUST0000052614,IN0000053653,564.1,1/18/2023
CUST0000003349,IN0000053780,660.9,10-12-23
CUST0000088763,IN0000047808,635.4,04-05-23
CUST0000054754,IN0000045763,455.5,11-02-22
CUST0000087832,IN0000045834,1641.9,07-04-23
CUST0000033103,IN0000099943,746.3,04-03-23
CUST0000040415,IN0000033664,1140.5,02-07-23
CUST0000069623,IN0000079392,924.5,4/17/2023
CUST0000084427,IN0000009128,1631.5,2/23/2023
CUST0000089013,IN0000059746,1104.2,1/29/2023
CUST0000011135,IN0000097146,923.8,10/28/2022
CUST0000021801,IN0000043908,1423.9,09-01-23
CUST0000079470,IN0000007713,1698.2,07-08-23
CUST0000015938,IN0000070237,152.6,1/22/2023
CUST0000079762,IN0000002275,1289.4,6/13/2023
CUST0000032159,IN0000069241,801.5,06-03-23
CUST0000095042,IN0000069211,395.8,08-05-23
CUST0000011490,IN0000073508,892.4,11-09-22
CUST0000032467,IN0000090511,1008.2,8/18/2023
CUST0000029478,IN0000082887,1795.4,10-02-23
CUST0000093474,IN0000065888,1815.2,9/16/2023
CUST0000032002,IN0000024177,377.6,2/24/2023
CUST0000054309,IN0000013159,766.7,2/22/2023
CUST0000099883,IN0000097907,1159.4,04-09-23
CUST0000026773,IN0000034080,1448.2,9/14/2023
CUST0000011559,IN0000046212,1616.4,7/20/2023
CUST0000070953,IN0000071481,802.5,4/26/2023
CUST0000073009,IN0000084929,45.7,5/23/2023
CUST0000056903,IN0000098752,1447.8,05-01-23
CUST0000088811,IN0000086593,1335.9,04-03-23
CUST0000025273,IN0000034517,484.8,1/14/2023
CUST0000076437,IN0000023758,396.9,8/27/2023
CUST0000082313,IN0000034941,980.4,12/29/2022
CUST0000036815,IN0000089833,1074.5,2/19/2023
CUST0000008082,IN0000093701,787.2,6/25/2023
CUST0000012100,IN0000085668,1044.1,9/27/2023
CUST0000044857,IN0000093270,1438.7,8/18/2023
CUST0000048426,IN0000054940,41.8,12/28/2022
CUST0000069751,IN0000001259,1313.3,10/31/2022
CUST0000021296,IN0000070329,749.7,01-12-23
CUST0000064298,IN0000027424,1597.9,2/13/2023
CUST0000027533,IN0000038384,1873.2,12-08-22
CUST0000028785,IN0000034663,221.3,06-03-23
CUST0000076905,IN0000044166,936.1,04-12-23
CUST0000094867,IN0000092327,785.4,11-07-22
CUST0000035945,IN0000066978,1652.1,8/27/2023
CUST0000049994,IN0000052208,399,1/16/2023
CUST0000047387,IN0000044465,1655.8,3/23/2023
CUST0000074610,IN0000042677,1739.8,5/20/2023
CUST0000061990,IN0000014776,1506.3,10/21/2022
CUST0000060868,IN0000013437,969.2,12/23/2022
CUST0000002465,IN0000029699,1739.3,12/28/2022
CUST0000066035,IN0000083209,1859.5,11/14/2022
